height,weight,label
152,61,fat
126,63,fat
138,57,fat
169,56,normal
148,60,fat
181,65,normal
201,55,thin
148,58,fat
155,65,fat
158,58,normal
154,55,normal
146,57,fat
217,61,thin
128,57,fat
112,63,fat
138,60,fat
178,57,thin
199,55,thin
131,63,fat
147,63,fat
176,56,thin
142,64,fat
186,57,thin
162,60,normal
136,58,fat
121,63,fat
141,61,fat
113,61,fat
178,57,thin
199,63,thin
166,55,normal
122,61,fat
165,61,normal
156,60,normal
151,60,fat
196,59,thin
195,55,thin
187,62,thin
161,62,normal
177,60,normal
133,62,fat
144,58,fat
186,61,thin
203,59,thin
154,56,normal
211,56,thin
115,61,fat
140,55,fat
121,61,fat
137,64,fat
118,62,fat
169,55,normal
207,56,thin
215,56,thin
179,57,thin
196,65,thin
158,55,normal
125,58,fat
113,57,fat
190,64,thin
189,57,thin
130,61,fat
127,65,fat
150,60,fat
183,55,thin
187,57,thin
190,62,thin
135,60,fat
184,63,normal
214,59,thin
178,56,thin
118,64,fat
175,56,thin
168,58,normal
165,61,normal
175,59,normal
146,60,fat
166,60,normal
112,61,fat
175,57,normal
176,59,normal
199,56,thin
189,60,thin
117,63,fat
150,58,fat
165,61,normal
178,61,normal
211,58,thin
180,62,normal
187,60,thin
167,64,normal
117,64,fat
136,57,fat
142,57,fat
204,63,thin
209,61,thin
158,58,normal
207,63,thin
153,56,normal
201,60,thin
110,59,fat
118,60,fat
201,57,thin
112,56,fat
210,60,thin
127,64,fat
215,60,thin
178,59,normal
216,62,thin
134,56,fat
168,58,normal
138,62,fat
173,61,normal
192,56,thin
154,61,fat
170,55,normal
120,57,fat
219,56,thin
191,60,thin
193,57,thin
128,64,fat
113,58,fat
138,62,fat
178,59,normal
188,59,thin
177,57,thin
124,65,fat
112,65,fat
121,61,fat
115,63,fat
169,57,normal
206,59,thin
126,56,fat
192,63,thin
155,63,fat
134,56,fat
123,57,fat
209,57,thin
208,65,thin
112,56,fat
131,57,fat
157,56,normal
148,58,fat
145,64,fat
196,62,thin
205,57,thin
213,55,thin
196,59,thin
145,58,fat
126,58,fat
116,57,fat
179,60,normal
114,65,fat
203,58,thin
196,58,thin
162,56,normal
148,63,fat
173,60,normal
208,63,thin
169,64,normal
156,65,fat
143,56,fat
115,65,fat
114,63,fat
146,58,fat
161,56,normal
211,65,thin
171,56,normal
194,62,thin
215,58,thin
145,64,fat
209,62,thin
113,59,fat
196,55,thin
133,55,fat
132,58,fat
218,60,thin
179,61,normal
218,60,thin
208,58,thin
153,65,fat
213,55,thin
129,59,fat
124,61,fat
187,65,normal
151,64,fat
184,64,normal
216,59,thin
159,59,normal
125,58,fat
158,59,normal
207,58,thin
212,56,thin
198,55,thin
185,61,thin
126,58,fat
204,64,thin
116,59,fat
156,64,fat
146,58,fat
159,57,normal
200,63,thin
200,61,thin
212,62,thin
132,58,fat
127,56,fat
143,60,fat
165,65,normal
144,65,fat
127,56,fat
179,55,thin
118,55,fat
130,60,fat
136,58,fat
132,65,fat
166,62,normal
168,57,normal
144,65,fat
110,60,fat
217,61,thin
205,58,thin
160,58,normal
176,64,normal
132,65,fat
120,58,fat
180,57,thin
189,58,thin
154,61,fat
216,60,thin
165,58,normal
206,64,thin
121,56,fat
202,60,thin
155,58,normal
191,60,thin
155,64,fat
146,57,fat
179,63,normal
213,60,thin
153,64,fat
204,56,thin
177,61,normal
213,61,thin
218,55,thin
131,63,fat
125,63,fat
128,60,fat
217,57,thin
182,65,normal
202,58,thin
195,65,thin
121,61,fat
131,60,fat
194,65,thin
114,61,fat
212,57,thin
121,56,fat
205,62,thin
166,55,normal
148,59,fat
214,62,thin
199,60,thin
176,60,normal
198,60,thin
192,62,thin
196,59,thin
126,63,fat
112,57,fat
174,65,normal
159,62,normal
160,61,normal
211,59,thin
166,59,normal
110,56,fat
194,63,thin
121,57,fat
131,60,fat
177,64,normal
184,57,thin
178,64,normal
210,61,thin
166,55,normal
119,61,fat
156,65,fat
190,63,thin
138,58,fat
215,65,thin
183,62,normal
200,57,thin
209,64,thin
201,64,thin
157,62,fat
121,57,fat
170,65,normal
168,60,normal
215,60,thin
142,58,fat
193,59,thin
196,56,thin
132,58,fat
121,61,fat
124,58,fat
149,56,fat
197,56,thin
163,61,normal
150,61,fat
209,65,thin
181,63,normal
128,57,fat
189,64,thin
178,57,thin
151,64,fat
120,60,fat
192,55,thin
179,60,normal
131,63,fat
120,58,fat
202,64,thin
164,59,normal
197,60,thin
196,61,thin
205,63,thin
112,63,fat
202,61,thin
177,62,normal
176,55,thin
208,59,thin
216,55,thin
167,59,normal
194,59,thin
198,56,thin
115,56,fat
132,58,fat
170,60,normal
151,59,fat
179,58,thin
200,64,thin
160,61,normal
133,63,fat
159,60,normal
190,64,thin
178,56,thin
159,59,normal
159,55,normal
131,56,fat
217,61,thin
182,64,normal
114,59,fat
117,62,fat
136,56,fat
153,55,normal
152,55,normal
203,59,thin
116,61,fat
177,56,thin
135,58,fat
184,55,thin
179,62,normal
112,62,fat
162,55,normal
202,65,thin
196,57,thin
118,58,fat
145,61,fat
217,61,thin
172,55,normal
116,62,fat
174,55,thin
202,65,thin
210,64,thin
153,63,fat
146,61,fat
126,59,fat
212,65,thin
178,55,thin
175,57,normal
151,62,fat
121,65,fat
209,65,thin
132,65,fat
190,65,thin
118,60,fat
137,58,fat
185,60,thin
134,63,fat
124,57,fat
133,59,fat
185,55,thin
187,55,thin
183,58,thin
192,57,thin
202,57,thin
190,59,thin
159,57,normal
149,57,fat
146,61,fat
160,62,normal
170,57,normal
127,57,fat
201,55,thin
123,55,fat
159,64,fat
138,59,fat
158,58,normal
184,61,thin
165,61,normal
120,56,fat
127,61,fat
154,56,normal
140,57,fat
211,55,thin
155,63,fat
140,62,fat
207,55,thin
218,65,thin
220,64,thin
138,63,fat
174,64,normal
139,59,fat
214,58,thin
164,56,normal
204,59,thin
220,63,thin
197,62,thin
156,64,fat
130,59,fat
177,61,normal
171,58,normal
112,65,fat
183,60,thin
135,59,fat
157,59,normal
204,55,thin
191,63,thin
152,60,fat
219,55,thin
189,63,thin
145,55,fat
197,64,thin
115,59,fat
162,63,normal
211,57,thin
211,63,thin
199,63,thin
121,59,fat
181,64,normal
156,65,fat
214,65,thin
204,63,thin
179,62,normal
124,60,fat
194,64,thin
158,59,normal
183,59,thin
164,64,normal
126,60,fat
174,63,normal
133,65,fat
142,61,fat
161,63,normal
170,62,normal
183,64,normal
161,59,normal
168,63,normal
199,60,thin
115,64,fat
166,57,normal
177,64,normal
127,59,fat
115,60,fat
123,63,fat
216,57,thin
184,62,thin
163,60,normal
172,64,normal
114,60,fat
200,62,thin
165,64,normal
148,58,fat
146,64,fat
127,63,fat
133,56,fat
122,59,fat
137,59,fat
143,56,fat
153,59,fat
165,58,normal
156,61,fat
141,62,fat
180,56,thin
180,58,thin
178,55,thin
214,64,thin
118,65,fat
146,64,fat
128,60,fat
212,62,thin
178,60,normal
162,59,normal
170,65,normal
203,61,thin
178,56,thin
147,59,fat
131,63,fat
136,58,fat
153,59,fat
214,55,thin
150,60,fat
188,64,thin
210,56,thin
136,63,fat
124,61,fat
214,57,thin
135,58,fat
132,58,fat
139,59,fat
213,62,thin
129,62,fat
215,59,thin
169,62,normal
127,63,fat
138,60,fat
203,58,thin
159,59,normal
175,65,normal
182,59,thin
140,55,fat
185,56,thin
160,62,normal
203,59,thin
165,58,normal
181,58,thin
209,63,thin
210,55,thin
142,62,fat
121,64,fat
116,55,fat
212,61,thin
199,55,thin
146,60,fat
188,57,thin
210,64,thin
200,57,thin
141,64,fat
110,65,fat
128,65,fat
207,65,thin
143,59,fat
150,56,normal
137,55,fat
145,57,fat
207,59,thin
194,57,thin
173,57,normal
174,61,normal
129,60,fat
114,64,fat
131,59,fat
113,59,fat
167,56,normal
209,64,thin
157,57,normal
119,63,fat
159,61,normal
155,58,normal
192,56,thin
186,55,thin
143,62,fat
146,63,fat
120,55,fat
198,63,thin
210,55,thin
139,58,fat
185,65,normal
164,56,normal
160,63,normal
196,59,thin
143,65,fat
195,65,thin
201,63,thin
128,57,fat
215,60,thin
216,56,thin
163,57,normal
180,55,thin
156,62,fat
183,56,thin
218,58,thin
160,55,normal
200,63,thin
183,63,normal
220,62,thin
131,59,fat
170,64,normal
177,55,thin
160,57,normal
128,65,fat
219,57,thin
138,58,fat
206,64,thin
186,65,normal
214,65,thin
205,59,thin
164,55,normal
110,64,fat
147,63,fat
192,59,thin
217,55,thin
173,64,normal
125,55,fat
192,63,thin
202,57,thin
151,58,fat
159,60,normal
185,60,thin
187,60,thin
127,60,fat
218,62,thin
111,65,fat
200,62,thin
177,55,thin
213,64,thin
207,63,thin
174,63,normal
113,62,fat
180,56,thin
178,59,normal
170,65,normal
126,56,fat
177,65,normal
130,63,fat
220,56,thin
184,59,thin
211,59,thin
129,58,fat
165,62,normal
133,61,fat
171,58,normal
172,57,normal
198,62,thin
159,59,normal
118,56,fat
144,65,fat
126,55,fat
135,56,fat
196,58,thin
168,61,normal
114,57,fat
187,56,thin
153,62,fat
114,64,fat
140,58,fat
174,56,thin
201,61,thin
131,55,fat
159,60,normal
154,61,fat
165,62,normal
166,59,normal
191,64,thin
123,55,fat
216,64,thin
172,56,normal
158,57,normal
157,55,normal
138,65,fat
160,60,normal
110,56,fat
216,59,thin
173,63,normal
216,61,thin
125,57,fat
134,57,fat
220,56,thin
152,63,fat
155,56,normal
209,62,thin
210,61,thin
183,58,thin
158,63,fat
128,62,fat
159,58,normal
118,56,fat
151,65,fat
128,64,fat
149,65,fat
193,61,thin
139,61,fat
165,65,normal
155,56,normal
114,62,fat
165,55,normal
159,55,normal
126,55,fat
205,64,thin
197,55,thin
117,57,fat
117,60,fat
148,58,fat
167,65,normal
192,63,thin
214,62,thin
143,58,fat
148,60,fat
201,63,thin
206,57,thin
120,60,fat
171,56,normal
219,59,thin
138,59,fat
139,65,fat
129,58,fat
151,61,fat
178,60,normal
192,61,thin
205,55,thin
157,63,fat
133,65,fat
185,63,thin
174,64,normal
121,60,fat
191,65,thin
213,58,thin
178,59,normal
183,61,thin
116,64,fat
159,63,normal
180,58,thin
113,55,fat
185,56,thin
215,60,thin
132,62,fat
133,58,fat
202,62,thin
206,59,thin
127,58,fat
205,62,thin
194,57,thin
149,56,fat
146,65,fat
117,62,fat
207,58,thin
178,61,normal
165,59,normal
220,63,thin
143,60,fat
220,61,thin
152,61,fat
170,64,normal
194,62,thin
135,59,fat
119,64,fat
204,63,thin
115,65,fat
139,65,fat
214,62,thin
152,64,fat
168,55,normal
213,56,thin
156,61,fat
118,60,fat
151,65,fat
114,55,fat
139,61,fat
167,57,normal
176,61,normal
181,62,normal
129,59,fat
146,60,fat
178,63,normal
200,63,thin
119,64,fat
197,60,thin
202,57,thin
116,61,fat
116,61,fat
143,62,fat
154,56,normal
169,64,normal
125,56,fat
194,64,thin
219,56,thin
144,60,fat
213,55,thin
141,64,fat
152,61,fat
181,61,normal
204,64,thin
218,56,thin
126,63,fat
120,63,fat
128,62,fat
177,61,normal
139,59,fat
205,56,thin
113,57,fat
181,58,thin
176,58,normal
137,63,fat
183,57,thin
185,57,thin
187,63,thin
167,64,normal
177,55,thin
178,59,normal
200,56,thin
135,62,fat
125,62,fat
165,63,normal
169,57,normal
149,55,normal
195,64,thin
164,58,normal
203,65,thin
165,56,normal
176,65,normal
139,59,fat
163,57,normal
141,57,fat
150,62,fat
186,60,thin
114,62,fat
163,60,normal
164,62,normal
194,61,thin
213,62,thin
148,65,fat
161,59,normal
191,59,thin
205,61,thin
197,55,thin
118,63,fat
167,65,normal
184,55,thin
183,55,thin
187,62,thin
112,63,fat
215,60,thin
149,57,fat
131,61,fat
112,63,fat
209,60,thin
207,58,thin
155,62,fat
123,58,fat
157,64,fat
147,58,fat
139,57,fat
179,62,normal
189,63,thin
141,56,fat
180,58,thin
129,56,fat
135,56,fat
167,62,normal
165,58,normal
214,57,thin
130,55,fat
141,56,fat
188,55,thin
203,55,thin
112,63,fat
210,58,thin
209,59,thin
120,63,fat
122,62,fat
181,61,normal
184,55,thin
153,64,fat
175,60,normal
128,65,fat
169,61,normal
156,60,normal
120,56,fat
131,58,fat
114,56,fat
121,62,fat
198,59,thin
122,62,fat
149,59,fat
179,64,normal
128,61,fat
161,60,normal
119,60,fat
180,57,thin
176,55,thin
138,60,fat
192,56,thin
207,56,thin
214,56,thin
135,55,fat
159,57,normal
132,57,fat
192,58,thin
111,65,fat
202,60,thin
196,57,thin
119,57,fat
128,55,fat
169,65,normal
111,61,fat
150,58,fat
204,60,thin
220,64,thin
123,61,fat
205,59,thin
189,57,thin
119,62,fat
133,63,fat
188,60,thin
163,63,normal
154,60,fat
150,63,fat
122,58,fat
212,63,thin
126,57,fat
151,55,normal
202,63,thin
177,64,normal
180,57,thin
204,55,thin
189,65,thin
185,56,thin
155,57,normal
150,57,fat
203,60,thin
219,55,thin
154,60,fat
190,55,thin
195,59,thin
147,64,fat
214,61,thin
214,57,thin
137,58,fat
115,58,fat
209,65,thin
181,55,thin
217,57,thin
173,62,normal
214,59,thin
113,63,fat
180,64,normal
167,65,normal
182,58,thin
133,59,fat
117,65,fat
136,58,fat
198,57,thin
175,60,normal
145,62,fat
150,63,fat
123,62,fat
205,55,thin
175,59,normal
192,60,thin
220,57,thin
175,58,normal
193,65,thin
206,55,thin
194,60,thin
172,60,normal
186,61,thin
151,61,fat
204,55,thin
194,59,thin
152,65,fat
161,57,normal
214,62,thin
203,64,thin
160,64,normal
157,59,normal
142,55,fat
180,64,normal
179,56,thin
128,64,fat
194,59,thin
131,60,fat
110,62,fat
180,59,thin
159,55,normal
186,56,thin
202,57,thin
143,59,fat
115,60,fat
177,63,normal
160,60,normal
182,59,thin
161,62,normal
136,58,fat
172,58,normal
183,65,normal
165,56,normal
183,65,normal
124,65,fat
121,58,fat
197,65,thin
192,63,thin
120,64,fat
177,59,normal
195,57,thin
128,65,fat
170,57,normal
161,61,normal
188,58,thin
117,60,fat
185,55,thin
153,63,fat
203,58,thin
199,60,thin
215,55,thin
176,60,normal
143,59,fat
154,63,fat
218,64,thin
209,58,thin
111,55,fat
210,58,thin
194,58,thin
214,60,thin
164,55,normal
139,63,fat
195,61,thin
210,62,thin
205,60,thin
135,60,fat
161,60,normal
126,65,fat
116,63,fat
136,57,fat
193,61,thin
135,64,fat
191,64,thin
132,58,fat
159,60,normal
124,64,fat
149,55,normal
119,62,fat
171,60,normal
110,60,fat
219,57,thin
166,60,normal
132,58,fat
115,55,fat
215,58,thin
155,64,fat
144,65,fat
131,60,fat
138,65,fat
129,62,fat
158,64,fat
117,61,fat
149,57,fat
181,64,normal
213,56,thin
122,59,fat
111,60,fat
126,65,fat
213,65,thin
192,64,thin
146,58,fat
168,65,normal
118,62,fat
128,59,fat
140,62,fat
182,64,normal
220,57,thin
194,59,thin
187,63,thin
114,63,fat
151,56,normal
134,61,fat
212,61,thin
201,65,thin
183,65,normal
128,63,fat
128,59,fat
139,62,fat
216,58,thin
187,64,thin
176,55,thin
123,65,fat
183,63,normal
187,62,thin
154,57,normal
197,63,thin
188,60,thin
155,61,fat
202,58,thin
117,60,fat
124,64,fat
135,65,fat
150,55,normal
169,64,normal
154,59,normal
207,57,thin
207,59,thin
155,58,normal
205,60,thin
169,58,normal
175,55,thin
188,61,thin
199,60,thin
129,56,fat
199,55,thin
110,58,fat
205,63,thin
148,59,fat
143,64,fat
117,61,fat
178,65,normal
165,60,normal
146,57,fat
213,64,thin
194,61,thin
202,60,thin
156,65,fat
114,56,fat
135,60,fat
208,63,thin
182,61,thin
192,64,thin
139,59,fat
184,64,normal
121,62,fat
177,65,normal
200,59,thin
139,56,fat
168,61,normal
217,56,thin
162,61,normal
138,60,fat
162,60,normal
138,59,fat
153,62,fat
186,56,thin
142,61,fat
180,58,thin
176,59,normal
208,58,thin
188,56,thin
220,57,thin
169,58,normal
173,57,normal
220,58,thin
142,58,fat
199,65,thin
189,63,thin
189,61,thin
166,55,normal
182,63,normal
195,58,thin
172,61,normal
215,64,thin
148,65,fat
161,64,normal
124,61,fat
157,65,fat
205,61,thin
187,59,thin
198,60,thin
181,63,normal
144,61,fat
110,61,fat
202,57,thin
174,60,normal
165,57,normal
148,63,fat
113,64,fat
154,58,normal
158,63,fat
133,57,fat
149,58,fat
206,59,thin
115,60,fat
116,64,fat
113,55,fat
147,55,fat
191,64,thin
188,55,thin
192,55,thin
190,56,thin
213,65,thin
200,60,thin
217,63,thin
165,55,normal
215,65,thin
187,64,thin
209,56,thin
219,61,thin
169,57,normal
173,55,thin
191,61,thin
204,62,thin
141,59,fat
186,63,thin
211,60,thin
118,56,fat
133,65,fat
213,57,thin
125,57,fat
163,60,normal
134,64,fat
140,55,fat
197,57,thin
174,64,normal
147,63,fat
171,63,normal
132,61,fat
152,58,fat
118,63,fat
112,63,fat
152,65,fat
135,57,fat
144,59,fat
198,63,thin
162,57,normal
174,62,normal
170,55,normal
167,56,normal
157,57,normal
203,55,thin
177,57,thin
178,60,normal
209,62,thin
147,65,fat
207,55,thin
187,59,thin
220,60,thin
133,62,fat
186,61,thin
202,57,thin
207,59,thin
151,65,fat
220,55,thin
148,63,fat
122,58,fat
157,57,normal
213,55,thin
154,63,fat
177,59,normal
124,59,fat
132,64,fat
201,59,thin
149,55,normal
162,62,normal
203,64,thin
192,63,thin
204,59,thin
137,58,fat
162,61,normal
214,55,thin
119,62,fat
179,56,thin
118,58,fat
112,61,fat
164,61,normal
170,62,normal
217,62,thin
136,60,fat
160,58,normal
163,61,normal
129,55,fat
138,58,fat
148,65,fat
132,63,fat
147,58,fat
177,55,thin
162,63,normal
115,55,fat
187,55,thin
154,64,fat
217,65,thin
125,61,fat
175,62,normal
152,60,fat
129,57,fat
213,58,thin
119,59,fat
145,62,fat
173,60,normal
210,63,thin
184,62,thin
142,59,fat
148,61,fat
115,64,fat
196,64,thin
127,58,fat
171,59,normal
197,63,thin
137,62,fat
203,61,thin
114,57,fat
113,56,fat
121,55,fat
132,55,fat
120,55,fat
193,57,thin
179,58,thin
189,62,thin
180,59,thin
175,62,normal
157,63,fat
190,65,thin
210,65,thin
113,65,fat
138,60,fat
132,61,fat
167,62,normal
120,55,fat
200,65,thin
124,58,fat
131,55,fat
141,64,fat
117,65,fat
143,60,fat
122,55,fat
193,55,thin
216,55,thin
189,60,thin
214,57,thin
129,61,fat
119,59,fat
211,59,thin
151,63,fat
208,64,thin
116,59,fat
131,56,fat
124,60,fat
134,55,fat
154,57,normal
208,57,thin
157,57,normal
207,62,thin
113,65,fat
156,58,normal
141,63,fat
131,61,fat
140,63,fat
202,61,thin
111,62,fat
110,61,fat
197,61,thin
146,62,fat
184,58,thin
144,60,fat
111,65,fat
149,56,fat
138,55,fat
134,58,fat
136,56,fat
119,65,fat
184,61,thin
177,64,normal
133,55,fat
182,61,thin
164,60,normal
175,59,normal
137,56,fat
194,57,thin
207,62,thin
220,64,thin
188,61,thin
175,63,normal
147,61,fat
201,59,thin
125,56,fat
205,64,thin
147,55,fat
137,58,fat
209,63,thin
186,65,normal
154,58,normal
120,57,fat
110,64,fat
156,59,normal
157,61,normal
123,64,fat
111,62,fat
187,65,normal
166,65,normal
180,59,thin
193,63,thin
217,57,thin
214,64,thin
179,62,normal
135,64,fat
191,61,thin
189,61,thin
209,62,thin
203,55,thin
118,62,fat
129,59,fat
174,61,normal
126,63,fat
133,59,fat
145,57,fat
189,55,thin
196,58,thin
146,56,fat
120,65,fat
138,63,fat
159,58,normal
176,56,thin
210,59,thin
203,55,thin
178,65,normal
213,60,thin
129,65,fat
180,61,normal
132,61,fat
190,60,thin
196,56,thin
214,63,thin
180,56,thin
164,57,normal
119,55,fat
205,63,thin
151,65,fat
120,59,fat
119,59,fat
140,56,fat
183,59,thin
213,65,thin
190,62,thin
220,59,thin
158,65,fat
140,55,fat
124,64,fat
159,62,normal
150,63,fat
115,55,fat
154,64,fat
209,65,thin
188,55,thin
110,60,fat
110,60,fat
207,65,thin
164,64,normal
188,61,thin
198,62,thin
125,60,fat
204,59,thin
159,59,normal
187,57,thin
194,61,thin
168,59,normal
168,64,normal
112,59,fat
187,64,thin
130,61,fat
144,56,fat
139,63,fat
220,64,thin
160,63,normal
166,64,normal
199,63,thin
181,55,thin
155,60,normal
115,61,fat
133,62,fat
146,56,fat
147,64,fat
173,59,normal
138,64,fat
162,58,normal
177,61,normal
194,65,thin
151,63,fat
216,57,thin
155,58,normal
193,59,thin
119,63,fat
146,58,fat
197,60,thin
185,58,thin
173,62,normal
174,60,normal
190,61,thin
154,55,normal
154,63,fat
141,57,fat
121,58,fat
209,55,thin
167,61,normal
144,61,fat
123,63,fat
111,61,fat
136,59,fat
201,58,thin
112,58,fat
194,59,thin
155,58,normal
211,62,thin
213,64,thin
204,63,thin
111,57,fat
198,58,thin
166,62,normal
194,59,thin
198,59,thin
119,62,fat
191,63,thin
199,55,thin
178,64,normal
160,57,normal
146,57,fat
139,57,fat
175,57,normal
140,58,fat
174,64,normal
182,62,normal
132,65,fat
200,58,thin
135,59,fat
201,61,thin
203,59,thin
127,62,fat
177,63,normal
123,58,fat
208,55,thin
153,59,fat
172,62,normal
126,55,fat
215,58,thin
146,64,fat
188,58,thin
201,65,thin
183,58,thin
139,56,fat
210,64,thin
209,64,thin
213,62,thin
171,59,normal
172,59,normal
156,65,fat
149,58,fat
133,59,fat
203,58,thin
141,59,fat
122,63,fat
158,62,normal
212,58,thin
123,61,fat
142,56,fat
179,65,normal
212,63,thin
119,63,fat
208,62,thin
186,65,normal
179,57,thin
131,60,fat
115,65,fat
164,63,normal
155,60,normal
217,64,thin
213,60,thin
176,59,normal
197,63,thin
118,55,fat
137,63,fat
205,62,thin
159,65,fat
178,56,thin
146,65,fat
129,60,fat
189,60,thin
217,58,thin
195,61,thin
115,58,fat
166,60,normal
123,59,fat
156,60,normal
153,59,fat
208,62,thin
155,62,fat
197,58,thin
115,60,fat
208,60,thin
153,62,fat
196,59,thin
112,59,fat
181,55,thin
142,62,fat
183,57,thin
193,58,thin
150,63,fat
155,60,normal
123,64,fat
181,63,normal
184,59,thin
110,58,fat
206,59,thin
202,58,thin
139,55,fat
197,57,thin
219,63,thin
123,64,fat
178,60,normal
159,55,normal
197,61,thin
180,58,thin
208,56,thin
145,65,fat
192,60,thin
174,60,normal
183,63,normal
220,59,thin
129,59,fat
175,63,normal
164,56,normal
116,55,fat
124,61,fat
111,58,fat
215,63,thin
179,59,thin
115,60,fat
213,62,thin
214,57,thin
188,55,thin
114,56,fat
115,57,fat
129,60,fat
220,58,thin
165,61,normal
169,61,normal
128,65,fat
120,55,fat
185,59,thin
118,63,fat
136,61,fat
203,65,thin
122,61,fat
161,60,normal
130,57,fat
206,65,thin
218,65,thin
132,55,fat
193,58,thin
137,63,fat
139,58,fat
218,61,thin
154,60,fat
189,57,thin
205,60,thin
155,64,fat
208,58,thin
217,60,thin
186,64,thin
141,61,fat
213,57,thin
165,63,normal
197,62,thin
155,59,normal
202,61,thin
167,60,normal
191,64,thin
158,62,normal
182,57,thin
165,58,normal
163,62,normal
188,61,thin
178,63,normal
207,55,thin
147,61,fat
151,57,normal
187,58,thin
175,63,normal
162,64,normal
169,55,normal
133,57,fat
160,62,normal
215,59,thin
185,64,normal
131,59,fat
191,55,thin
163,55,normal
122,62,fat
130,59,fat
169,65,normal
150,58,fat
203,63,thin
128,60,fat
193,61,thin
161,65,fat
151,63,fat
175,64,normal
155,56,normal
200,64,thin
125,65,fat
189,57,thin
164,59,normal
193,63,thin
139,56,fat
159,57,normal
214,65,thin
216,59,thin
176,61,normal
189,57,thin
126,56,fat
153,63,fat
196,63,thin
202,58,thin
192,60,thin
144,63,fat
174,60,normal
154,59,normal
218,56,thin
167,58,normal
132,60,fat
110,56,fat
139,55,fat
129,65,fat
122,64,fat
175,65,normal
123,65,fat
200,56,thin
165,56,normal
138,64,fat
125,65,fat
143,55,fat
116,61,fat
179,57,thin
152,64,fat
152,57,normal
111,56,fat
134,64,fat
157,65,fat
134,58,fat
182,61,thin
184,61,thin
175,59,normal
208,57,thin
151,64,fat
143,56,fat
129,62,fat
180,56,thin
139,65,fat
183,61,thin
160,57,normal
116,61,fat
133,57,fat
183,64,normal
130,58,fat
160,57,normal
177,56,thin
151,62,fat
186,60,thin
157,65,fat
122,61,fat
180,56,thin
170,65,normal
136,65,fat
162,61,normal
168,55,normal
154,58,normal
157,55,normal
135,57,fat
148,58,fat
121,65,fat
179,58,thin
123,64,fat
121,62,fat
160,63,normal
209,64,thin
119,63,fat
189,58,thin
120,62,fat
144,59,fat
141,65,fat
127,61,fat
137,65,fat
123,62,fat
198,64,thin
169,60,normal
210,64,thin
126,62,fat
137,57,fat
136,57,fat
158,59,normal
158,63,fat
165,57,normal
196,55,thin
168,60,normal
148,65,fat
121,60,fat
164,65,normal
112,63,fat
206,63,thin
196,63,thin
183,57,thin
130,60,fat
141,63,fat
131,63,fat
218,60,thin
193,65,thin
193,62,thin
196,56,thin
136,58,fat
112,60,fat
165,65,normal
181,58,thin
208,59,thin
164,62,normal
128,58,fat
136,60,fat
211,59,thin
184,59,thin
121,63,fat
116,59,fat
117,65,fat
170,65,normal
151,56,normal
126,65,fat
167,65,normal
130,64,fat
156,58,normal
125,56,fat
142,55,fat
118,64,fat
144,64,fat
143,58,fat
128,65,fat
189,58,thin
166,57,normal
181,56,thin
150,61,fat
122,58,fat
154,55,normal
208,63,thin
137,56,fat
217,55,thin
165,65,normal
173,58,normal
131,65,fat
116,64,fat
216,60,thin
207,55,thin
129,61,fat
110,58,fat
130,63,fat
149,64,fat
176,62,normal
212,63,thin
193,58,thin
159,64,fat
184,57,thin
186,56,thin
216,61,thin
188,65,thin
186,63,thin
199,59,thin
152,58,fat
139,64,fat
183,65,normal
213,62,thin
205,64,thin
160,57,normal
164,60,normal
150,63,fat
182,63,normal
165,63,normal
120,61,fat
156,65,fat
212,62,thin
180,60,normal
112,60,fat
155,57,normal
158,57,normal
123,55,fat
143,56,fat
143,62,fat
142,57,fat
116,55,fat
126,65,fat
153,65,fat
192,63,thin
211,55,thin
205,58,thin
164,57,normal
191,64,thin
167,60,normal
182,61,thin
112,55,fat
114,60,fat
198,59,thin
114,56,fat
164,59,normal
150,55,normal
164,57,normal
112,63,fat
182,60,thin
113,56,fat
215,59,thin
197,64,thin
127,64,fat
152,60,fat
149,58,fat
145,56,fat
163,60,normal
163,56,normal
150,55,normal
203,59,thin
133,64,fat
212,63,thin
166,56,normal
146,63,fat
133,63,fat
138,60,fat
191,56,thin
158,57,normal
167,62,normal
168,61,normal
178,65,normal
180,59,thin
152,55,normal
150,65,fat
140,59,fat
112,58,fat
207,64,thin
211,56,thin
130,57,fat
130,55,fat
177,58,normal
215,56,thin
113,61,fat
216,56,thin
178,65,normal
181,59,thin
178,57,thin
133,63,fat
144,58,fat
168,62,normal
131,57,fat
196,55,thin
201,57,thin
151,61,fat
207,56,thin
117,58,fat
148,58,fat
116,60,fat
162,63,normal
186,64,thin
144,64,fat
214,59,thin
152,65,fat
155,61,fat
111,63,fat
115,62,fat
171,64,normal
219,55,thin
119,64,fat
177,55,thin
176,64,normal
148,57,fat
143,58,fat
168,58,normal
144,56,fat
142,62,fat
173,57,normal
181,62,normal
143,60,fat
196,56,thin
123,63,fat
202,56,thin
217,64,thin
115,56,fat
205,58,thin
131,56,fat
190,62,thin
162,62,normal
183,59,thin
140,62,fat
174,65,normal
169,60,normal
196,62,thin
184,65,normal
206,57,thin
154,63,fat
165,64,normal
208,64,thin
134,58,fat
127,62,fat
213,59,thin
137,60,fat
213,55,thin
126,64,fat
196,57,thin
143,59,fat
111,58,fat
206,65,thin
186,59,thin
185,61,thin
164,64,normal
111,56,fat
181,55,thin
211,57,thin
146,63,fat
170,56,normal
185,63,thin
